MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Underlying Cause of Death)"
2020,39,New York City,15
2020,40,New York City,28
2020,41,New York City,16
2020,42,New York City,35
2020,43,New York City,26
2020,44,New York City,37
2020,45,New York City,60
2020,46,New York City,45
2020,47,New York City,60
2020,48,New York City,62
2020,49,New York City,120
2020,50,New York City,152
2020,51,New York City,205
2020,52,New York City,247
2020,53,New York City,278
2021,1,New York City,352
2021,2,New York City,382
2021,3,New York City,465
2021,4,New York City,471
2021,5,New York City,463
2021,6,New York City,472
2021,7,New York City,430
2021,8,New York City,416
2021,9,New York City,360
2021,10,New York City,373
2021,11,New York City,272
2021,12,New York City,331
2021,13,New York City,314
2021,14,New York City,276
2021,15,New York City,222
2021,16,New York City,206
2021,17,New York City,171
2021,18,New York City,145
2021,19,New York City,119
2021,20,New York City,66
2021,21,New York City,47
2021,22,New York City,37
2021,23,New York City,28
2021,24,New York City,31
2021,25,New York City,20
2021,26,New York City,19
2021,27,New York City,
2021,28,New York City,18
2021,29,New York City,17
2021,30,New York City,22
2021,31,New York City,44
2021,32,New York City,51
2021,33,New York City,61
2021,34,New York City,68
2021,35,New York City,76
2021,36,New York City,90
2021,37,New York City,63
2021,38,New York City,84
2021,39,New York City,79
2021,40,New York City,74
2021,41,New York City,49
2021,42,New York City,58
2021,43,New York City,45
2021,44,New York City,43
2021,45,New York City,48
2021,46,New York City,47
2021,47,New York City,50
2021,48,New York City,60
2021,49,New York City,56
2021,50,New York City,97
2021,51,New York City,142
2021,52,New York City,221
2022,1,New York City,432
2022,2,New York City,615
2022,3,New York City,541
2022,4,New York City,470
2022,5,New York City,308
2022,6,New York City,170
2022,7,New York City,131
2022,8,New York City,59
2022,9,New York City,55
2022,10,New York City,26
2022,11,New York City,20
2022,12,New York City,21
2022,13,New York City,
2022,14,New York City,14
2022,15,New York City,16
2022,16,New York City,21
2022,17,New York City,12
2022,18,New York City,19
2022,19,New York City,27
2022,20,New York City,25
2022,21,New York City,30
2022,22,New York City,29
2022,23,New York City,27
2022,24,New York City,29
2022,25,New York City,23
2022,26,New York City,24
2022,27,New York City,32
2022,28,New York City,30
2022,29,New York City,53
2022,30,New York City,41
2022,31,New York City,43
2022,32,New York City,50
2022,33,New York City,45
2022,34,New York City,30
2022,35,New York City,22
2022,36,New York City,31
2022,37,New York City,35
2022,38,New York City,25
2022,39,New York City,24
2022,40,New York City,25
2022,41,New York City,39
2022,42,New York City,29
2022,43,New York City,47
2022,44,New York City,38
2022,45,New York City,49
2022,46,New York City,33
2022,47,New York City,55
2022,48,New York City,62
2022,49,New York City,57
2022,50,New York City,70
2022,51,New York City,75
2022,52,New York City,81
2023,1,New York City,83
2023,2,New York City,70
2023,3,New York City,59
2023,4,New York City,50
2023,5,New York City,46
2023,6,New York City,30
2023,7,New York City,30
2023,8,New York City,23
2023,9,New York City,14
2023,10,New York City,14
2023,11,New York City,11
2023,12,New York City,
2023,13,New York City,10
2023,14,New York City,
2023,15,New York City,11
2023,16,New York City,
2023,17,New York City,10
2023,18,New York City,
2023,19,New York City,
2023,20,New York City,
2023,21,New York City,
2023,22,New York City,
2023,23,New York City,
2023,24,New York City,
2023,25,New York City,
2023,26,New York City,
2023,27,New York City,
2023,28,New York City,
2023,29,New York City,
2023,30,New York City,
2023,31,New York City,
2023,32,New York City,
2023,33,New York City,11
2023,34,New York City,12
2023,35,New York City,13
2023,36,New York City,16
2023,37,New York City,16
2020,1,North Carolina,0
2020,2,North Carolina,0
2020,3,North Carolina,0
2020,4,North Carolina,0
2020,5,North Carolina,0
2020,6,North Carolina,0
2020,7,North Carolina,0
2020,8,North Carolina,
2020,9,North Carolina,0
2020,10,North Carolina,
2020,11,North Carolina,
2020,12,North Carolina,0
2020,13,North Carolina,
2020,14,North Carolina,41
2020,15,North Carolina,58
2020,16,North Carolina,123
2020,17,North Carolina,113
2020,18,North Carolina,111
2020,19,North Carolina,114
2020,20,North Carolina,90
2020,21,North Carolina,95
2020,22,North Carolina,142
2020,23,North Carolina,114
2020,24,North Carolina,93
2020,25,North Carolina,88
2020,26,North Carolina,94
2020,27,North Carolina,88
2020,28,North Carolina,121
2020,29,North Carolina,144
2020,30,North Carolina,178
2020,31,North Carolina,195
2020,32,North Carolina,179
2020,33,North Carolina,191
2020,34,North Carolina,191
2020,35,North Carolina,173
2020,36,North Carolina,191
2020,37,North Carolina,181
2020,38,North Carolina,205
2020,39,North Carolina,190
2020,40,North Carolina,162
2020,41,North Carolina,188
2020,42,North Carolina,191
2020,43,North Carolina,204
2020,44,North Carolina,254
2020,45,North Carolina,262
2020,46,North Carolina,266
2020,47,North Carolina,251
2020,48,North Carolina,293
2020,49,North Carolina,323
2020,50,North Carolina,435
2020,51,North Carolina,537
2020,52,North Carolina,568
2020,53,North Carolina,695
2021,1,North Carolina,748
2021,2,North Carolina,821
2021,3,North Carolina,808
2021,4,North Carolina,685
2021,5,North Carolina,521
2021,6,North Carolina,448
2021,7,North Carolina,312
2021,8,North Carolina,245
2021,9,North Carolina,165
2021,10,North Carolina,126
2021,11,North Carolina,110
2021,12,North Carolina,109
2021,13,North Carolina,101
2021,14,North Carolina,88
2021,15,North Carolina,92
2021,16,North Carolina,103
2021,17,North Carolina,96
2021,18,North Carolina,123
2021,19,North Carolina,105
2021,20,North Carolina,107
2021,21,North Carolina,90
2021,22,North Carolina,66
2021,23,North Carolina,56
2021,24,North Carolina,43
2021,25,North Carolina,50
2021,26,North Carolina,36
2021,27,North Carolina,31
2021,28,North Carolina,40
2021,29,North Carolina,67
2021,30,North Carolina,110
2021,31,North Carolina,163
2021,32,North Carolina,253
2021,33,North Carolina,400
2021,34,North Carolina,493
2021,35,North Carolina,605
2021,36,North Carolina,587
2021,37,North Carolina,626
2021,38,North Carolina,577
2021,39,North Carolina,488
2021,40,North Carolina,441
2021,41,North Carolina,345
2021,42,North Carolina,318
2021,43,North Carolina,240
2021,44,North Carolina,185
2021,45,North Carolina,133
2021,46,North Carolina,134
2021,47,North Carolina,134
2021,48,North Carolina,143
2021,49,North Carolina,186
2021,50,North Carolina,204
2021,51,North Carolina,227
2021,52,North Carolina,230
2022,1,North Carolina,363
2022,2,North Carolina,487
2022,3,North Carolina,511
2022,4,North Carolina,678
2022,5,North Carolina,615
2022,6,North Carolina,531
2022,7,North Carolina,389
2022,8,North Carolina,247
2022,9,North Carolina,170
2022,10,North Carolina,137
2022,11,North Carolina,85
2022,12,North Carolina,55
2022,13,North Carolina,36
2022,14,North Carolina,30
2022,15,North Carolina,30
2022,16,North Carolina,18
2022,17,North Carolina,24
2022,18,North Carolina,22
2022,19,North Carolina,25
2022,20,North Carolina,25
2022,21,North Carolina,43
2022,22,North Carolina,52
2022,23,North Carolina,56
2022,24,North Carolina,48
2022,25,North Carolina,67
2022,26,North Carolina,50
2022,27,North Carolina,64
2022,28,North Carolina,59
2022,29,North Carolina,73
2022,30,North Carolina,70
2022,31,North Carolina,74
2022,32,North Carolina,74
2022,33,North Carolina,65
2022,34,North Carolina,77
2022,35,North Carolina,61
2022,36,North Carolina,61
2022,37,North Carolina,53
2022,38,North Carolina,65
2022,39,North Carolina,60
2022,40,North Carolina,46
2022,41,North Carolina,45
2022,42,North Carolina,62
2022,43,North Carolina,54
2022,44,North Carolina,62
2022,45,North Carolina,41
2022,46,North Carolina,43
2022,47,North Carolina,44
2022,48,North Carolina,41
2022,49,North Carolina,37
2022,50,North Carolina,48
2022,51,North Carolina,66
2022,52,North Carolina,89
2023,1,North Carolina,120
2023,2,North Carolina,113
2023,3,North Carolina,99
2023,4,North Carolina,78
2023,5,North Carolina,68
2023,6,North Carolina,62
2023,7,North Carolina,49
2023,8,North Carolina,46
2023,9,North Carolina,38
2023,10,North Carolina,42
2023,11,North Carolina,34
2023,12,North Carolina,29
2023,13,North Carolina,20
2023,14,North Carolina,25
2023,15,North Carolina,19
2023,16,North Carolina,16
2023,17,North Carolina,24
2023,18,North Carolina,15
2023,19,North Carolina,18
2023,20,North Carolina,11
2023,21,North Carolina,11
2023,22,North Carolina,
2023,23,North Carolina,
2023,24,North Carolina,15
2023,25,North Carolina,11
2023,26,North Carolina,15
2023,27,North Carolina,12
2023,28,North Carolina,
2023,29,North Carolina,12
2023,30,North Carolina,12
2023,31,North Carolina,18
2023,32,North Carolina,20
2023,33,North Carolina,15
2023,34,North Carolina,21
2023,35,North Carolina,25
2023,36,North Carolina,40
2023,37,North Carolina,22
2020,1,North Dakota,0
2020,2,North Dakota,0
2020,3,North Dakota,0
2020,4,North Dakota,0
2020,5,North Dakota,0
2020,6,North Dakota,0
2020,7,North Dakota,0
2020,8,North Dakota,0
2020,9,North Dakota,0
2020,10,North Dakota,0
2020,11,North Dakota,0
2020,12,North Dakota,0
2020,13,North Dakota,
2020,14,North Dakota,
2020,15,North Dakota,
2020,16,North Dakota,
2020,17,North Dakota,10
2020,18,North Dakota,
2020,19,North Dakota,10
2020,20,North Dakota,13
2020,21,North Dakota,
2020,22,North Dakota,13
2020,23,North Dakota,
2020,24,North Dakota,
2020,25,North Dakota,
2020,26,North Dakota,
2020,27,North Dakota,
2020,28,North Dakota,
2020,29,North Dakota,
2020,30,North Dakota,
2020,31,North Dakota,
2020,32,North Dakota,
2020,33,North Dakota,14
2020,34,North Dakota,
2020,35,North Dakota,
2020,36,North Dakota,11
2020,37,North Dakota,10
2020,38,North Dakota,16
2020,39,North Dakota,44
2020,40,North Dakota,52
2020,41,North Dakota,64
2020,42,North Dakota,52
2020,43,North Dakota,58
2020,44,North Dakota,84
2020,45,North Dakota,105
2020,46,North Dakota,119
2020,47,North Dakota,131
2020,48,North Dakota,113
2020,49,North Dakota,127
2020,50,North Dakota,83
2020,51,North Dakota,65
2020,52,North Dakota,59
2020,53,North Dakota,30
2021,1,North Dakota,26
2021,2,North Dakota,25
2021,3,North Dakota,14
2021,4,North Dakota,13
2021,5,North Dakota,10
2021,6,North Dakota,
2021,7,North Dakota,
2021,8,North Dakota,
2021,9,North Dakota,
2021,10,North Dakota,
2021,11,North Dakota,0
2021,12,North Dakota,
2021,13,North Dakota,
2021,14,North Dakota,
2021,15,North Dakota,10
2021,16,North Dakota,
2021,17,North Dakota,10
2021,18,North Dakota,
2021,19,North Dakota,
2021,20,North Dakota,
2021,21,North Dakota,
2021,22,North Dakota,
2021,23,North Dakota,
2021,24,North Dakota,
2021,25,North Dakota,
2021,26,North Dakota,
2021,27,North Dakota,
2021,28,North Dakota,
2021,29,North Dakota,
2021,30,North Dakota,
2021,31,North Dakota,
2021,32,North Dakota,
2021,33,North Dakota,
2021,34,North Dakota,
2021,35,North Dakota,
2021,36,North Dakota,19
2021,37,North Dakota,19
2021,38,North Dakota,21
2021,39,North Dakota,29
2021,40,North Dakota,37
2021,41,North Dakota,48
2021,42,North Dakota,54
2021,43,North Dakota,39
2021,44,North Dakota,28
2021,45,North Dakota,45
2021,46,North Dakota,36
2021,47,North Dakota,37
2021,48,North Dakota,54
2021,49,North Dakota,37
2021,50,North Dakota,31
2021,51,North Dakota,24
2021,52,North Dakota,20
2022,1,North Dakota,24
2022,2,North Dakota,28
2022,3,North Dakota,27
2022,4,North Dakota,33
2022,5,North Dakota,29
2022,6,North Dakota,30
2022,7,North Dakota,18
2022,8,North Dakota,28
2022,9,North Dakota,12
2022,10,North Dakota,
2022,11,North Dakota,
2022,12,North Dakota,
2022,13,North Dakota,
2022,14,North Dakota,
2022,15,North Dakota,
2022,16,North Dakota,
2022,17,North Dakota,
2022,18,North Dakota,
2022,19,North Dakota,
2022,20,North Dakota,
2022,21,North Dakota,
2022,22,North Dakota,
2022,23,North Dakota,
2022,24,North Dakota,
2022,25,North Dakota,
2022,26,North Dakota,
2022,27,North Dakota,
2022,28,North Dakota,
2022,29,North Dakota,
2022,30,North Dakota,
2022,31,North Dakota,10
2022,32,North Dakota,
2022,33,North Dakota,
2022,34,North Dakota,
2022,35,North Dakota,
2022,36,North Dakota,
2022,37,North Dakota,
2022,38,North Dakota,
2022,39,North Dakota,
2022,40,North Dakota,
2022,41,North Dakota,
2022,42,North Dakota,
2022,43,North Dakota,
2022,44,North Dakota,
2022,45,North Dakota,
2022,46,North Dakota,
2022,47,North Dakota,
2022,48,North Dakota,
2022,49,North Dakota,
2022,50,North Dakota,
2022,51,North Dakota,
2022,52,North Dakota,
2023,1,North Dakota,
2023,2,North Dakota,
2023,3,North Dakota,
2023,4,North Dakota,
2023,5,North Dakota,
2023,6,North Dakota,
2023,7,North Dakota,
2023,8,North Dakota,
2023,9,North Dakota,
2023,10,North Dakota,
2023,11,North Dakota,
2023,12,North Dakota,
2023,13,North Dakota,
2023,14,North Dakota,
2023,15,North Dakota,
2023,16,North Dakota,
2023,17,North Dakota,
2023,18,North Dakota,
2023,19,North Dakota,
2023,20,North Dakota,
2023,21,North Dakota,
2023,22,North Dakota,0
2023,23,North Dakota,0
2023,24,North Dakota,
2023,25,North Dakota,
2023,26,North Dakota,0
2023,27,North Dakota,
2023,28,North Dakota,0
2023,29,North Dakota,0
2023,30,North Dakota,0
2023,31,North Dakota,0
2023,32,North Dakota,
2023,33,North Dakota,
2023,34,North Dakota,0
2023,35,North Dakota,0
2023,36,North Dakota,
2023,37,North Dakota,
2020,1,Ohio,0
2020,2,Ohio,0
2020,3,Ohio,0
2020,4,Ohio,0
2020,5,Ohio,0
2020,6,Ohio,0
2020,7,Ohio,0
2020,8,Ohio,0
2020,9,Ohio,0
2020,10,Ohio,0
2020,11,Ohio,
2020,12,Ohio,
2020,13,Ohio,40
2020,14,Ohio,115
2020,15,Ohio,164
2020,16,Ohio,258
2020,17,Ohio,274
2020,18,Ohio,309
2020,19,Ohio,272
2020,20,Ohio,245
2020,21,Ohio,250
2020,22,Ohio,173
2020,23,Ohio,174
2020,24,Ohio,112
2020,25,Ohio,94
2020,26,Ohio,83
2020,27,Ohio,92
2020,28,Ohio,111
2020,29,Ohio,110
2020,30,Ohio,174
2020,31,Ohio,174
2020,32,Ohio,152
2020,33,Ohio,166
2020,34,Ohio,159
2020,35,Ohio,170
2020,36,Ohio,155
2020,37,Ohio,140
2020,38,Ohio,113
2020,39,Ohio,125
2020,40,Ohio,119
2020,41,Ohio,145
2020,42,Ohio,175
2020,43,Ohio,219
2020,44,Ohio,271
2020,45,Ohio,388
2020,46,Ohio,485
2020,47,Ohio,665
2020,48,Ohio,904
2020,49,Ohio,"1,139"
2020,50,Ohio,"1,297"
2020,51,Ohio,"1,362"
2020,52,Ohio,"1,216"
2020,53,Ohio,"1,117"
2021,1,Ohio,976
2021,2,Ohio,946
2021,3,Ohio,764
2021,4,Ohio,630
2021,5,Ohio,512
2021,6,Ohio,366
2021,7,Ohio,314
2021,8,Ohio,219
2021,9,Ohio,191
2021,10,Ohio,164
2021,11,Ohio,115
2021,12,Ohio,100
2021,13,Ohio,100
2021,14,Ohio,132
2021,15,Ohio,106
2021,16,Ohio,165
2021,17,Ohio,123
2021,18,Ohio,117
2021,19,Ohio,103
2021,20,Ohio,106
2021,21,Ohio,90
2021,22,Ohio,79
2021,23,Ohio,65
2021,24,Ohio,57
2021,25,Ohio,41
2021,26,Ohio,31
2021,27,Ohio,30
2021,28,Ohio,34
2021,29,Ohio,40
2021,30,Ohio,46
2021,31,Ohio,66
2021,32,Ohio,123
2021,33,Ohio,189
2021,34,Ohio,240
2021,35,Ohio,325
2021,36,Ohio,402
2021,37,Ohio,529
2021,38,Ohio,601
2021,39,Ohio,595
2021,40,Ohio,574
2021,41,Ohio,587
2021,42,Ohio,552
2021,43,Ohio,492
2021,44,Ohio,401
2021,45,Ohio,387
2021,46,Ohio,460
2021,47,Ohio,585
2021,48,Ohio,699
2021,49,Ohio,800
2021,50,Ohio,883
2021,51,Ohio,854
2021,52,Ohio,902
2022,1,Ohio,"1,035"
2022,2,Ohio,"1,117"
2022,3,Ohio,"1,03"
2022,4,Ohio,878
2022,5,Ohio,681
2022,6,Ohio,514
2022,7,Ohio,393
2022,8,Ohio,258
2022,9,Ohio,196
2022,10,Ohio,113
2022,11,Ohio,104
2022,12,Ohio,61
2022,13,Ohio,61
2022,14,Ohio,43
2022,15,Ohio,22
2022,16,Ohio,31
2022,17,Ohio,38
2022,18,Ohio,31
2022,19,Ohio,33
2022,20,Ohio,40
2022,21,Ohio,45
2022,22,Ohio,60
2022,23,Ohio,55
2022,24,Ohio,54
2022,25,Ohio,49
2022,26,Ohio,44
2022,27,Ohio,52
2022,28,Ohio,65
2022,29,Ohio,71
2022,30,Ohio,88
2022,31,Ohio,89
2022,32,Ohio,99
2022,33,Ohio,94
2022,34,Ohio,100
2022,35,Ohio,86
2022,36,Ohio,83
2022,37,Ohio,81
2022,38,Ohio,90
2022,39,Ohio,77
2022,40,Ohio,66
2022,41,Ohio,65
2022,42,Ohio,71
2022,43,Ohio,75
2022,44,Ohio,70
2022,45,Ohio,76
2022,46,Ohio,98
2022,47,Ohio,102
2022,48,Ohio,74
2022,49,Ohio,89
2022,50,Ohio,99
2022,51,Ohio,123
2022,52,Ohio,87
2023,1,Ohio,119
2023,2,Ohio,108
2023,3,Ohio,97
2023,4,Ohio,73
2023,5,Ohio,62
2023,6,Ohio,72
2023,7,Ohio,34
2023,8,Ohio,53
2023,9,Ohio,62
2023,10,Ohio,57
2023,11,Ohio,52
2023,12,Ohio,46
2023,13,Ohio,54
2023,14,Ohio,39
2023,15,Ohio,39
2023,16,Ohio,30
2023,17,Ohio,36
2023,18,Ohio,20
2023,19,Ohio,21
2023,20,Ohio,26
2023,21,Ohio,20
2023,22,Ohio,27
2023,23,Ohio,18
2023,24,Ohio,12
2023,25,Ohio,13
2023,26,Ohio,17
2023,27,Ohio,
2023,28,Ohio,
2023,29,Ohio,
2023,30,Ohio,
2023,31,Ohio,14
2023,32,Ohio,12
2023,33,Ohio,13
2023,34,Ohio,19
2023,35,Ohio,19
2023,36,Ohio,24
2023,37,Ohio,21
2020,1,Oklahoma,0
2020,2,Oklahoma,0
2020,3,Oklahoma,
2020,4,Oklahoma,0
2020,5,Oklahoma,0
2020,6,Oklahoma,0
2020,7,Oklahoma,0
2020,8,Oklahoma,0
2020,9,Oklahoma,0
2020,10,Oklahoma,
2020,11,Oklahoma,0
2020,12,Oklahoma,
2020,13,Oklahoma,14
2020,14,Oklahoma,37
2020,15,Oklahoma,48
2020,16,Oklahoma,46
2020,17,Oklahoma,39
2020,18,Oklahoma,44
2020,19,Oklahoma,21
2020,20,Oklahoma,12
2020,21,Oklahoma,17
2020,22,Oklahoma,19
2020,23,Oklahoma,11
2020,24,Oklahoma,12
2020,25,Oklahoma,14
2020,26,Oklahoma,16
2020,27,Oklahoma,19
2020,28,Oklahoma,30
2020,29,Oklahoma,45
2020,30,Oklahoma,57
2020,31,Oklahoma,67
2020,32,Oklahoma,69
2020,33,Oklahoma,72
2020,34,Oklahoma,65
2020,35,Oklahoma,61
2020,36,Oklahoma,64
2020,37,Oklahoma,68
2020,38,Oklahoma,65
2020,39,Oklahoma,72
2020,40,Oklahoma,68
2020,41,Oklahoma,102
2020,42,Oklahoma,99
2020,43,Oklahoma,144
2020,44,Oklahoma,139
2020,45,Oklahoma,173
2020,46,Oklahoma,220
2020,47,Oklahoma,259
2020,48,Oklahoma,329
2020,49,Oklahoma,424
2020,50,Oklahoma,407
2020,51,Oklahoma,376
2020,52,Oklahoma,393
2020,53,Oklahoma,427
2021,1,Oklahoma,434
2021,2,Oklahoma,420
2021,3,Oklahoma,408
2021,4,Oklahoma,338
2021,5,Oklahoma,232
2021,6,Oklahoma,173
2021,7,Oklahoma,157
2021,8,Oklahoma,125
2021,9,Oklahoma,90
2021,10,Oklahoma,54
2021,11,Oklahoma,46
2021,12,Oklahoma,42
2021,13,Oklahoma,29
2021,14,Oklahoma,42
2021,15,Oklahoma,30
2021,16,Oklahoma,25
2021,17,Oklahoma,10
2021,18,Oklahoma,26
2021,19,Oklahoma,24
2021,20,Oklahoma,13
2021,21,Oklahoma,21
2021,22,Oklahoma,12
2021,23,Oklahoma,27
2021,24,Oklahoma,19
2021,25,Oklahoma,22
2021,26,Oklahoma,19
2021,27,Oklahoma,25
2021,28,Oklahoma,31
2021,29,Oklahoma,54
2021,30,Oklahoma,86
2021,31,Oklahoma,146
2021,32,Oklahoma,188
2021,33,Oklahoma,262
2021,34,Oklahoma,236
2021,35,Oklahoma,310
2021,36,Oklahoma,284
2021,37,Oklahoma,271
2021,38,Oklahoma,241
2021,39,Oklahoma,222
2021,40,Oklahoma,163
2021,41,Oklahoma,147
2021,42,Oklahoma,117
2021,43,Oklahoma,110
2021,44,Oklahoma,88
2021,45,Oklahoma,77
2021,46,Oklahoma,80
2021,47,Oklahoma,79
2021,48,Oklahoma,102
2021,49,Oklahoma,109
2021,50,Oklahoma,122
2021,51,Oklahoma,123
2021,52,Oklahoma,155
2022,1,Oklahoma,186
2022,2,Oklahoma,247
2022,3,Oklahoma,329
2022,4,Oklahoma,366
2022,5,Oklahoma,361
2022,6,Oklahoma,293
2022,7,Oklahoma,199
2022,8,Oklahoma,117
2022,9,Oklahoma,112
2022,10,Oklahoma,49
2022,11,Oklahoma,38
2022,12,Oklahoma,29
2022,13,Oklahoma,28
2022,14,Oklahoma,10
2022,15,Oklahoma,16
2022,16,Oklahoma,17
2022,17,Oklahoma,
2022,18,Oklahoma,12
2022,19,Oklahoma,
2022,20,Oklahoma,
2022,21,Oklahoma,11
2022,22,Oklahoma,15
2022,23,Oklahoma,12
2022,24,Oklahoma,10
2022,25,Oklahoma,15
2022,26,Oklahoma,21
2022,27,Oklahoma,13
2022,28,Oklahoma,31
2022,29,Oklahoma,30
2022,30,Oklahoma,30
2022,31,Oklahoma,33
2022,32,Oklahoma,37
2022,33,Oklahoma,38
2022,34,Oklahoma,34
2022,35,Oklahoma,30
2022,36,Oklahoma,29
2022,37,Oklahoma,30
2022,38,Oklahoma,32
2022,39,Oklahoma,22
2022,40,Oklahoma,20
2022,41,Oklahoma,19
2022,42,Oklahoma,21
2022,43,Oklahoma,17
2022,44,Oklahoma,19
2022,45,Oklahoma,11
2022,46,Oklahoma,16
2022,47,Oklahoma,20
2022,48,Oklahoma,20
2022,49,Oklahoma,30
2022,50,Oklahoma,29
2022,51,Oklahoma,30
2022,52,Oklahoma,41
2023,1,Oklahoma,46
2023,2,Oklahoma,48
2023,3,Oklahoma,35
2023,4,Oklahoma,30
2023,5,Oklahoma,26
2023,6,Oklahoma,36
2023,7,Oklahoma,13
2023,8,Oklahoma,13
2023,9,Oklahoma,28
2023,10,Oklahoma,16
2023,11,Oklahoma,13
2023,12,Oklahoma,22
2023,13,Oklahoma,15
2023,14,Oklahoma,
2023,15,Oklahoma,14
2023,16,Oklahoma,
2023,17,Oklahoma,
2023,18,Oklahoma,
2023,19,Oklahoma,
2023,20,Oklahoma,
2023,21,Oklahoma,
2023,22,Oklahoma,
2023,23,Oklahoma,
2023,24,Oklahoma,
2023,25,Oklahoma,
2023,26,Oklahoma,
2023,27,Oklahoma,
2023,28,Oklahoma,
2023,29,Oklahoma,0
2023,30,Oklahoma,
2023,31,Oklahoma,
2023,32,Oklahoma,
2023,33,Oklahoma,
2023,34,Oklahoma,
2023,35,Oklahoma,
2023,36,Oklahoma,
2023,37,Oklahoma,
2020,1,Oregon,0
2020,2,Oregon,0
2020,3,Oregon,0
2020,4,Oregon,0
2020,5,Oregon,0
2020,6,Oregon,0
2020,7,Oregon,0
2020,8,Oregon,0
2020,9,Oregon,0
2020,10,Oregon,0
2020,11,Oregon,
2020,12,Oregon,
2020,13,Oregon,14
2020,14,Oregon,24
2020,15,Oregon,24
2020,16,Oregon,25
2020,17,Oregon,28
2020,18,Oregon,13
2020,19,Oregon,17
2020,20,Oregon,12
2020,21,Oregon,
2020,22,Oregon,10
2020,23,Oregon,
2020,24,Oregon,14
2020,25,Oregon,10
2020,26,Oregon,13
2020,27,Oregon,19
2020,28,Oregon,14
2020,29,Oregon,25
2020,30,Oregon,24
2020,31,Oregon,29
2020,32,Oregon,25
2020,33,Oregon,27
2020,34,Oregon,22
2020,35,Oregon,29
2020,36,Oregon,18
2020,37,Oregon,20
2020,38,Oregon,14
2020,39,Oregon,17
2020,40,Oregon,17
2020,41,Oregon,20
2020,42,Oregon,29
2020,43,Oregon,25
2020,44,Oregon,24
2020,45,Oregon,28
2020,46,Oregon,49
2020,47,Oregon,79
2020,48,Oregon,100
2020,49,Oregon,116
2020,50,Oregon,131
2020,51,Oregon,108
2020,52,Oregon,101
