MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Multiple Cause of Death)"
2022,40,New Jersey,58
2022,41,New Jersey,76
2022,42,New Jersey,64
2022,43,New Jersey,59
2022,44,New Jersey,68
2022,45,New Jersey,77
2022,46,New Jersey,69
2022,47,New Jersey,76
2022,48,New Jersey,53
2022,49,New Jersey,89
2022,50,New Jersey,88
2022,51,New Jersey,94
2022,52,New Jersey,112
2023,1,New Jersey,103
2023,2,New Jersey,117
2023,3,New Jersey,95
2023,4,New Jersey,101
2023,5,New Jersey,71
2023,6,New Jersey,87
2023,7,New Jersey,64
2023,8,New Jersey,74
2023,9,New Jersey,49
2023,10,New Jersey,40
2023,11,New Jersey,60
2023,12,New Jersey,37
2023,13,New Jersey,27
2023,14,New Jersey,30
2023,15,New Jersey,21
2023,16,New Jersey,12
2023,17,New Jersey,20
2023,18,New Jersey,17
2023,19,New Jersey,16
2023,20,New Jersey,18
2023,21,New Jersey,12
2023,22,New Jersey,16
2023,23,New Jersey,
2023,24,New Jersey,
2023,25,New Jersey,
2023,26,New Jersey,21
2023,27,New Jersey,10
2023,28,New Jersey,16
2023,29,New Jersey,17
2023,30,New Jersey,
2023,31,New Jersey,10
2023,32,New Jersey,17
2023,33,New Jersey,18
2023,34,New Jersey,22
2023,35,New Jersey,20
2023,36,New Jersey,30
2023,37,New Jersey,26
2020,1,New Mexico,0
2020,2,New Mexico,0
2020,3,New Mexico,0
2020,4,New Mexico,0
2020,5,New Mexico,0
2020,6,New Mexico,0
2020,7,New Mexico,0
2020,8,New Mexico,0
2020,9,New Mexico,0
2020,10,New Mexico,0
2020,11,New Mexico,0
2020,12,New Mexico,0
2020,13,New Mexico,
2020,14,New Mexico,
2020,15,New Mexico,23
2020,16,New Mexico,35
2020,17,New Mexico,48
2020,18,New Mexico,77
2020,19,New Mexico,69
2020,20,New Mexico,68
2020,21,New Mexico,44
2020,22,New Mexico,55
2020,23,New Mexico,37
2020,24,New Mexico,36
2020,25,New Mexico,32
2020,26,New Mexico,21
2020,27,New Mexico,28
2020,28,New Mexico,29
2020,29,New Mexico,32
2020,30,New Mexico,50
2020,31,New Mexico,44
2020,32,New Mexico,28
2020,33,New Mexico,21
2020,34,New Mexico,21
2020,35,New Mexico,19
2020,36,New Mexico,11
2020,37,New Mexico,
2020,38,New Mexico,10
2020,39,New Mexico,12
2020,40,New Mexico,17
2020,41,New Mexico,16
2020,42,New Mexico,21
2020,43,New Mexico,51
2020,44,New Mexico,76
2020,45,New Mexico,133
2020,46,New Mexico,185
2020,47,New Mexico,190
2020,48,New Mexico,211
2020,49,New Mexico,256
2020,50,New Mexico,280
2020,51,New Mexico,244
2020,52,New Mexico,199
2020,53,New Mexico,190
2021,1,New Mexico,192
2021,2,New Mexico,178
2021,3,New Mexico,152
2021,4,New Mexico,110
2021,5,New Mexico,112
2021,6,New Mexico,83
2021,7,New Mexico,67
2021,8,New Mexico,54
2021,9,New Mexico,51
2021,10,New Mexico,33
2021,11,New Mexico,28
2021,12,New Mexico,28
2021,13,New Mexico,26
2021,14,New Mexico,16
2021,15,New Mexico,16
2021,16,New Mexico,16
2021,17,New Mexico,15
2021,18,New Mexico,13
2021,19,New Mexico,16
2021,20,New Mexico,22
2021,21,New Mexico,25
2021,22,New Mexico,11
2021,23,New Mexico,10
2021,24,New Mexico,21
2021,25,New Mexico,17
2021,26,New Mexico,14
2021,27,New Mexico,11
2021,28,New Mexico,
2021,29,New Mexico,11
2021,30,New Mexico,12
2021,31,New Mexico,29
2021,32,New Mexico,48
2021,33,New Mexico,55
2021,34,New Mexico,82
2021,35,New Mexico,78
2021,36,New Mexico,101
2021,37,New Mexico,82
2021,38,New Mexico,66
2021,39,New Mexico,75
2021,40,New Mexico,74
2021,41,New Mexico,72
2021,42,New Mexico,71
2021,43,New Mexico,81
2021,44,New Mexico,111
2021,45,New Mexico,123
2021,46,New Mexico,151
2021,47,New Mexico,148
2021,48,New Mexico,159
2021,49,New Mexico,199
2021,50,New Mexico,173
2021,51,New Mexico,164
2021,52,New Mexico,167
2022,1,New Mexico,132
2022,2,New Mexico,154
2022,3,New Mexico,160
2022,4,New Mexico,170
2022,5,New Mexico,142
2022,6,New Mexico,113
2022,7,New Mexico,90
2022,8,New Mexico,74
2022,9,New Mexico,61
2022,10,New Mexico,29
2022,11,New Mexico,30
2022,12,New Mexico,29
2022,13,New Mexico,20
2022,14,New Mexico,13
2022,15,New Mexico,18
2022,16,New Mexico,12
2022,17,New Mexico,
2022,18,New Mexico,14
2022,19,New Mexico,
2022,20,New Mexico,
2022,21,New Mexico,14
2022,22,New Mexico,14
2022,23,New Mexico,17
2022,24,New Mexico,18
2022,25,New Mexico,23
2022,26,New Mexico,27
2022,27,New Mexico,24
2022,28,New Mexico,23
2022,29,New Mexico,31
2022,30,New Mexico,30
2022,31,New Mexico,14
2022,32,New Mexico,25
2022,33,New Mexico,21
2022,34,New Mexico,14
2022,35,New Mexico,16
2022,36,New Mexico,15
2022,37,New Mexico,10
2022,38,New Mexico,15
2022,39,New Mexico,18
2022,40,New Mexico,11
2022,41,New Mexico,13
2022,42,New Mexico,18
2022,43,New Mexico,19
2022,44,New Mexico,19
2022,45,New Mexico,21
2022,46,New Mexico,24
2022,47,New Mexico,39
2022,48,New Mexico,34
2022,49,New Mexico,32
2022,50,New Mexico,42
2022,51,New Mexico,29
2022,52,New Mexico,29
2023,1,New Mexico,29
2023,2,New Mexico,25
2023,3,New Mexico,13
2023,4,New Mexico,24
2023,5,New Mexico,14
2023,6,New Mexico,13
2023,7,New Mexico,
2023,8,New Mexico,10
2023,9,New Mexico,
2023,10,New Mexico,13
2023,11,New Mexico,10
2023,12,New Mexico,15
2023,13,New Mexico,11
2023,14,New Mexico,12
2023,15,New Mexico,17
2023,16,New Mexico,13
2023,17,New Mexico,13
2023,18,New Mexico,
2023,19,New Mexico,
2023,20,New Mexico,13
2023,21,New Mexico,10
2023,22,New Mexico,11
2023,23,New Mexico,
2023,24,New Mexico,
2023,25,New Mexico,
2023,26,New Mexico,
2023,27,New Mexico,
2023,28,New Mexico,
2023,29,New Mexico,
2023,30,New Mexico,
2023,31,New Mexico,
2023,32,New Mexico,
2023,33,New Mexico,
2023,34,New Mexico,
2023,35,New Mexico,
2023,36,New Mexico,
2023,37,New Mexico,
2020,1,New York,0
2020,2,New York,0
2020,3,New York,0
2020,4,New York,
2020,5,New York,0
2020,6,New York,
2020,7,New York,
2020,8,New York,
2020,9,New York,0
2020,10,New York,0
2020,11,New York,
2020,12,New York,44
2020,13,New York,306
2020,14,New York,"1,141"
2020,15,New York,"2,033"
2020,16,New York,"2,037"
2020,17,New York,"1,604"
2020,18,New York,"1,144"
2020,19,New York,882
2020,20,New York,676
2020,21,New York,462
2020,22,New York,334
2020,23,New York,264
2020,24,New York,181
2020,25,New York,128
2020,26,New York,78
2020,27,New York,61
2020,28,New York,64
2020,29,New York,59
2020,30,New York,46
2020,31,New York,41
2020,32,New York,33
2020,33,New York,39
2020,34,New York,33
2020,35,New York,25
2020,36,New York,29
2020,37,New York,27
2020,38,New York,24
2020,39,New York,21
2020,40,New York,51
2020,41,New York,51
2020,42,New York,59
2020,43,New York,69
2020,44,New York,91
2020,45,New York,94
2020,46,New York,166
2020,47,New York,219
2020,48,New York,343
2020,49,New York,412
2020,50,New York,599
2020,51,New York,774
2020,52,New York,844
2020,53,New York,899
2021,1,New York,"1,044"
2021,2,New York,"1,063"
2021,3,New York,975
2021,4,New York,847
2021,5,New York,782
2021,6,New York,627
2021,7,New York,506
2021,8,New York,378
2021,9,New York,320
2021,10,New York,268
2021,11,New York,253
2021,12,New York,232
2021,13,New York,208
2021,14,New York,215
2021,15,New York,232
2021,16,New York,230
2021,17,New York,164
2021,18,New York,162
2021,19,New York,113
2021,20,New York,112
2021,21,New York,99
2021,22,New York,80
2021,23,New York,67
2021,24,New York,42
2021,25,New York,52
2021,26,New York,27
2021,27,New York,29
2021,28,New York,24
2021,29,New York,26
2021,30,New York,35
2021,31,New York,43
2021,32,New York,81
2021,33,New York,120
2021,34,New York,142
2021,35,New York,167
2021,36,New York,170
2021,37,New York,221
2021,38,New York,211
2021,39,New York,223
2021,40,New York,209
2021,41,New York,222
2021,42,New York,243
2021,43,New York,236
2021,44,New York,232
2021,45,New York,222
2021,46,New York,222
2021,47,New York,276
2021,48,New York,362
2021,49,New York,423
2021,50,New York,413
2021,51,New York,436
2021,52,New York,483
2022,1,New York,639
2022,2,New York,730
2022,3,New York,766
2022,4,New York,666
2022,5,New York,546
2022,6,New York,400
2022,7,New York,296
2022,8,New York,190
2022,9,New York,166
2022,10,New York,126
2022,11,New York,80
2022,12,New York,72
2022,13,New York,70
2022,14,New York,64
2022,15,New York,53
2022,16,New York,86
2022,17,New York,114
2022,18,New York,123
2022,19,New York,176
2022,20,New York,138
2022,21,New York,134
2022,22,New York,118
2022,23,New York,94
2022,24,New York,86
2022,25,New York,77
2022,26,New York,78
2022,27,New York,68
2022,28,New York,76
2022,29,New York,95
2022,30,New York,110
2022,31,New York,97
2022,32,New York,95
2022,33,New York,91
2022,34,New York,89
2022,35,New York,97
2022,36,New York,108
2022,37,New York,91
2022,38,New York,89
2022,39,New York,105
2022,40,New York,119
2022,41,New York,122
2022,42,New York,148
2022,43,New York,122
2022,44,New York,142
2022,45,New York,120
2022,46,New York,114
2022,47,New York,127
2022,48,New York,115
2022,49,New York,133
2022,50,New York,143
2022,51,New York,156
2022,52,New York,167
2023,1,New York,159
2023,2,New York,167
2023,3,New York,121
2023,4,New York,128
2023,5,New York,119
2023,6,New York,113
2023,7,New York,103
2023,8,New York,101
2023,9,New York,98
2023,10,New York,86
2023,11,New York,81
2023,12,New York,68
2023,13,New York,74
2023,14,New York,51
2023,15,New York,42
2023,16,New York,45
2023,17,New York,35
2023,18,New York,37
2023,19,New York,26
2023,20,New York,32
2023,21,New York,24
2023,22,New York,25
2023,23,New York,33
2023,24,New York,25
2023,25,New York,22
2023,26,New York,19
2023,27,New York,18
2023,28,New York,13
2023,29,New York,20
2023,30,New York,16
2023,31,New York,19
2023,32,New York,21
2023,33,New York,39
2023,34,New York,36
2023,35,New York,38
2023,36,New York,51
2023,37,New York,43
2020,1,New York City,0
2020,2,New York City,0
2020,3,New York City,0
2020,4,New York City,0
2020,5,New York City,0
2020,6,New York City,0
2020,7,New York City,0
2020,8,New York City,0
2020,9,New York City,0
2020,10,New York City,0
2020,11,New York City,
2020,12,New York City,125
2020,13,New York City,982
2020,14,New York City,"3,32"
2020,15,New York City,"4,867"
2020,16,New York City,"3,912"
2020,17,New York City,"2,624"
2020,18,New York City,"1,724"
2020,19,New York City,"1,051"
2020,20,New York City,618
2020,21,New York City,417
2020,22,New York City,284
2020,23,New York City,196
2020,24,New York City,141
2020,25,New York City,90
2020,26,New York City,75
2020,27,New York City,53
2020,28,New York City,43
2020,29,New York City,53
2020,30,New York City,46
2020,31,New York City,35
2020,32,New York City,24
2020,33,New York City,29
2020,34,New York City,24
2020,35,New York City,19
2020,36,New York City,23
2020,37,New York City,18
2020,38,New York City,26
2020,39,New York City,20
2020,40,New York City,35
2020,41,New York City,24
2020,42,New York City,40
2020,43,New York City,28
2020,44,New York City,41
2020,45,New York City,70
2020,46,New York City,55
2020,47,New York City,68
2020,48,New York City,74
2020,49,New York City,133
2020,50,New York City,171
2020,51,New York City,224
2020,52,New York City,267
2020,53,New York City,297
2021,1,New York City,377
2021,2,New York City,410
2021,3,New York City,494
2021,4,New York City,516
2021,5,New York City,495
2021,6,New York City,512
2021,7,New York City,466
2021,8,New York City,462
2021,9,New York City,385
2021,10,New York City,403
2021,11,New York City,294
2021,12,New York City,347
2021,13,New York City,346
2021,14,New York City,307
2021,15,New York City,241
2021,16,New York City,232
2021,17,New York City,188
2021,18,New York City,168
2021,19,New York City,142
2021,20,New York City,85
2021,21,New York City,57
2021,22,New York City,47
2021,23,New York City,33
2021,24,New York City,47
2021,25,New York City,26
2021,26,New York City,27
2021,27,New York City,13
2021,28,New York City,25
2021,29,New York City,22
2021,30,New York City,30
2021,31,New York City,50
2021,32,New York City,57
2021,33,New York City,68
2021,34,New York City,72
2021,35,New York City,86
2021,36,New York City,102
2021,37,New York City,73
2021,38,New York City,93
2021,39,New York City,85
2021,40,New York City,84
2021,41,New York City,59
2021,42,New York City,62
2021,43,New York City,56
2021,44,New York City,53
2021,45,New York City,54
2021,46,New York City,56
2021,47,New York City,63
2021,48,New York City,65
2021,49,New York City,63
2021,50,New York City,102
2021,51,New York City,164
2021,52,New York City,267
2022,1,New York City,521
2022,2,New York City,733
2022,3,New York City,648
2022,4,New York City,578
2022,5,New York City,392
2022,6,New York City,229
2022,7,New York City,180
2022,8,New York City,93
2022,9,New York City,79
2022,10,New York City,50
2022,11,New York City,42
2022,12,New York City,37
2022,13,New York City,27
2022,14,New York City,26
2022,15,New York City,32
2022,16,New York City,27
2022,17,New York City,23
2022,18,New York City,27
2022,19,New York City,44
2022,20,New York City,40
2022,21,New York City,45
2022,22,New York City,42
2022,23,New York City,45
2022,24,New York City,47
2022,25,New York City,46
2022,26,New York City,43
2022,27,New York City,42
2022,28,New York City,44
2022,29,New York City,73
2022,30,New York City,62
2022,31,New York City,66
2022,32,New York City,66
2022,33,New York City,62
2022,34,New York City,51
2022,35,New York City,45
2022,36,New York City,50
2022,37,New York City,49
2022,38,New York City,45
2022,39,New York City,37
2022,40,New York City,52
2022,41,New York City,56
2022,42,New York City,46
2022,43,New York City,65
2022,44,New York City,61
2022,45,New York City,72
2022,46,New York City,60
2022,47,New York City,78
2022,48,New York City,88
2022,49,New York City,88
2022,50,New York City,106
2022,51,New York City,113
2022,52,New York City,107
2023,1,New York City,117
2023,2,New York City,100
2023,3,New York City,85
2023,4,New York City,84
2023,5,New York City,68
2023,6,New York City,50
2023,7,New York City,48
2023,8,New York City,28
2023,9,New York City,25
2023,10,New York City,32
2023,11,New York City,20
2023,12,New York City,15
2023,13,New York City,21
2023,14,New York City,16
2023,15,New York City,13
2023,16,New York City,15
2023,17,New York City,14
2023,18,New York City,
2023,19,New York City,
2023,20,New York City,
2023,21,New York City,14
2023,22,New York City,
2023,23,New York City,
2023,24,New York City,10
2023,25,New York City,
2023,26,New York City,11
2023,27,New York City,13
2023,28,New York City,
2023,29,New York City,
2023,30,New York City,
2023,31,New York City,
2023,32,New York City,
2023,33,New York City,17
2023,34,New York City,18
2023,35,New York City,21
2023,36,New York City,19
2023,37,New York City,24
2020,1,North Carolina,0
2020,2,North Carolina,0
2020,3,North Carolina,0
2020,4,North Carolina,0
2020,5,North Carolina,0
2020,6,North Carolina,0
2020,7,North Carolina,0
2020,8,North Carolina,
2020,9,North Carolina,0
2020,10,North Carolina,
2020,11,North Carolina,
2020,12,North Carolina,
2020,13,North Carolina,12
2020,14,North Carolina,44
2020,15,North Carolina,61
2020,16,North Carolina,138
2020,17,North Carolina,121
2020,18,North Carolina,120
2020,19,North Carolina,119
2020,20,North Carolina,103
2020,21,North Carolina,109
2020,22,North Carolina,161
2020,23,North Carolina,128
2020,24,North Carolina,112
2020,25,North Carolina,102
2020,26,North Carolina,104
2020,27,North Carolina,104
2020,28,North Carolina,130
2020,29,North Carolina,154
2020,30,North Carolina,187
2020,31,North Carolina,214
2020,32,North Carolina,193
2020,33,North Carolina,213
2020,34,North Carolina,215
2020,35,North Carolina,192
2020,36,North Carolina,212
2020,37,North Carolina,204
2020,38,North Carolina,229
2020,39,North Carolina,203
2020,40,North Carolina,192
2020,41,North Carolina,209
2020,42,North Carolina,216
2020,43,North Carolina,218
2020,44,North Carolina,273
2020,45,North Carolina,292
2020,46,North Carolina,287
2020,47,North Carolina,283
2020,48,North Carolina,329
2020,49,North Carolina,368
2020,50,North Carolina,487
2020,51,North Carolina,593
2020,52,North Carolina,624
2020,53,North Carolina,758
2021,1,North Carolina,812
2021,2,North Carolina,904
2021,3,North Carolina,882
2021,4,North Carolina,766
2021,5,North Carolina,602
2021,6,North Carolina,511
2021,7,North Carolina,367
2021,8,North Carolina,286
2021,9,North Carolina,193
2021,10,North Carolina,156
2021,11,North Carolina,139
2021,12,North Carolina,129
2021,13,North Carolina,119
2021,14,North Carolina,109
2021,15,North Carolina,109
2021,16,North Carolina,124
2021,17,North Carolina,121
2021,18,North Carolina,140
2021,19,North Carolina,118
2021,20,North Carolina,121
2021,21,North Carolina,107
2021,22,North Carolina,76
2021,23,North Carolina,69
2021,24,North Carolina,52
2021,25,North Carolina,63
2021,26,North Carolina,42
2021,27,North Carolina,41
2021,28,North Carolina,55
2021,29,North Carolina,79
2021,30,North Carolina,125
2021,31,North Carolina,175
2021,32,North Carolina,268
2021,33,North Carolina,424
2021,34,North Carolina,518
2021,35,North Carolina,637
2021,36,North Carolina,620
2021,37,North Carolina,660
2021,38,North Carolina,603
2021,39,North Carolina,527
2021,40,North Carolina,464
2021,41,North Carolina,371
2021,42,North Carolina,351
2021,43,North Carolina,259
2021,44,North Carolina,207
2021,45,North Carolina,147
2021,46,North Carolina,143
2021,47,North Carolina,154
2021,48,North Carolina,157
2021,49,North Carolina,204
2021,50,North Carolina,227
2021,51,North Carolina,256
2021,52,North Carolina,252
2022,1,North Carolina,400
2022,2,North Carolina,537
2022,3,North Carolina,578
2022,4,North Carolina,769
2022,5,North Carolina,706
2022,6,North Carolina,643
2022,7,North Carolina,482
2022,8,North Carolina,320
2022,9,North Carolina,220
2022,10,North Carolina,192
2022,11,North Carolina,129
2022,12,North Carolina,85
2022,13,North Carolina,61
2022,14,North Carolina,47
2022,15,North Carolina,53
2022,16,North Carolina,32
2022,17,North Carolina,42
2022,18,North Carolina,39
2022,19,North Carolina,46
2022,20,North Carolina,57
2022,21,North Carolina,68
2022,22,North Carolina,74
2022,23,North Carolina,79
2022,24,North Carolina,75
2022,25,North Carolina,89
2022,26,North Carolina,78
2022,27,North Carolina,89
2022,28,North Carolina,86
2022,29,North Carolina,119
2022,30,North Carolina,106
2022,31,North Carolina,114
2022,32,North Carolina,108
2022,33,North Carolina,115
2022,34,North Carolina,117
2022,35,North Carolina,104
2022,36,North Carolina,96
2022,37,North Carolina,89
2022,38,North Carolina,107
2022,39,North Carolina,104
2022,40,North Carolina,80
2022,41,North Carolina,93
2022,42,North Carolina,88
2022,43,North Carolina,77
2022,44,North Carolina,91
2022,45,North Carolina,66
2022,46,North Carolina,75
2022,47,North Carolina,74
2022,48,North Carolina,75
2022,49,North Carolina,67
2022,50,North Carolina,81
2022,51,North Carolina,106
2022,52,North Carolina,123
2023,1,North Carolina,180
2023,2,North Carolina,161
2023,3,North Carolina,164
2023,4,North Carolina,125
2023,5,North Carolina,112
2023,6,North Carolina,103
2023,7,North Carolina,72
2023,8,North Carolina,75
2023,9,North Carolina,68
2023,10,North Carolina,64
2023,11,North Carolina,61
2023,12,North Carolina,52
2023,13,North Carolina,38
2023,14,North Carolina,39
2023,15,North Carolina,31
2023,16,North Carolina,36
2023,17,North Carolina,38
2023,18,North Carolina,28
2023,19,North Carolina,33
2023,20,North Carolina,21
2023,21,North Carolina,24
2023,22,North Carolina,24
2023,23,North Carolina,10
2023,24,North Carolina,25
2023,25,North Carolina,18
2023,26,North Carolina,26
2023,27,North Carolina,16
2023,28,North Carolina,24
2023,29,North Carolina,25
2023,30,North Carolina,19
2023,31,North Carolina,32
2023,32,North Carolina,31
2023,33,North Carolina,30
2023,34,North Carolina,34
2023,35,North Carolina,34
2023,36,North Carolina,54
2023,37,North Carolina,32
2020,1,North Dakota,0
2020,2,North Dakota,0
2020,3,North Dakota,0
2020,4,North Dakota,0
2020,5,North Dakota,0
2020,6,North Dakota,0
2020,7,North Dakota,0
2020,8,North Dakota,0
2020,9,North Dakota,0
2020,10,North Dakota,0
2020,11,North Dakota,0
2020,12,North Dakota,0
2020,13,North Dakota,
2020,14,North Dakota,
2020,15,North Dakota,
2020,16,North Dakota,
2020,17,North Dakota,11
2020,18,North Dakota,
2020,19,North Dakota,11
2020,20,North Dakota,14
2020,21,North Dakota,10
2020,22,North Dakota,14
2020,23,North Dakota,
2020,24,North Dakota,
2020,25,North Dakota,
2020,26,North Dakota,
2020,27,North Dakota,
2020,28,North Dakota,
2020,29,North Dakota,
2020,30,North Dakota,10
2020,31,North Dakota,
2020,32,North Dakota,
2020,33,North Dakota,14
2020,34,North Dakota,
2020,35,North Dakota,
2020,36,North Dakota,14
2020,37,North Dakota,12
2020,38,North Dakota,17
2020,39,North Dakota,46
2020,40,North Dakota,59
2020,41,North Dakota,70
2020,42,North Dakota,59
2020,43,North Dakota,67
2020,44,North Dakota,89
2020,45,North Dakota,117
2020,46,North Dakota,130
2020,47,North Dakota,139
2020,48,North Dakota,126
2020,49,North Dakota,140
2020,50,North Dakota,94
2020,51,North Dakota,73
2020,52,North Dakota,62
2020,53,North Dakota,32
2021,1,North Dakota,29
2021,2,North Dakota,27
2021,3,North Dakota,17
2021,4,North Dakota,15
2021,5,North Dakota,15
2021,6,North Dakota,
2021,7,North Dakota,
2021,8,North Dakota,10
2021,9,North Dakota,13
2021,10,North Dakota,
2021,11,North Dakota,0
2021,12,North Dakota,
2021,13,North Dakota,
2021,14,North Dakota,
2021,15,North Dakota,13
2021,16,North Dakota,
2021,17,North Dakota,13
2021,18,North Dakota,
2021,19,North Dakota,
2021,20,North Dakota,
2021,21,North Dakota,
2021,22,North Dakota,
2021,23,North Dakota,
2021,24,North Dakota,
2021,25,North Dakota,
2021,26,North Dakota,
2021,27,North Dakota,
2021,28,North Dakota,
2021,29,North Dakota,
2021,30,North Dakota,
2021,31,North Dakota,
2021,32,North Dakota,
2021,33,North Dakota,10
2021,34,North Dakota,
2021,35,North Dakota,10
2021,36,North Dakota,20
2021,37,North Dakota,20
2021,38,North Dakota,24
2021,39,North Dakota,35
2021,40,North Dakota,42
2021,41,North Dakota,55
2021,42,North Dakota,60
2021,43,North Dakota,41
2021,44,North Dakota,35
2021,45,North Dakota,48
2021,46,North Dakota,37
2021,47,North Dakota,43
2021,48,North Dakota,59
2021,49,North Dakota,42
2021,50,North Dakota,33
2021,51,North Dakota,25
2021,52,North Dakota,22
2022,1,North Dakota,28
2022,2,North Dakota,29
2022,3,North Dakota,29
2022,4,North Dakota,41
2022,5,North Dakota,35
2022,6,North Dakota,38
2022,7,North Dakota,27
2022,8,North Dakota,30
2022,9,North Dakota,16
2022,10,North Dakota,13
2022,11,North Dakota,
2022,12,North Dakota,
2022,13,North Dakota,
2022,14,North Dakota,
2022,15,North Dakota,
2022,16,North Dakota,
2022,17,North Dakota,
2022,18,North Dakota,
2022,19,North Dakota,
2022,20,North Dakota,
2022,21,North Dakota,
2022,22,North Dakota,
2022,23,North Dakota,
2022,24,North Dakota,
