MMWR Year,MMWR Week,Jurisdiction of Occurrence,influenza_pneumonia
2021,11,Virginia,10
2021,12,Virginia,16
2021,13,Virginia,16
2021,14,Virginia,17
2021,15,Virginia,12
2021,16,Virginia,16
2021,17,Virginia,14
2021,18,Virginia,19
2021,19,Virginia,14
2021,20,Virginia,5
2021,21,Virginia,14
2021,22,Virginia,15
2021,23,Virginia,15
2021,24,Virginia,5
2021,25,Virginia,15
2021,26,Virginia,23
2021,27,Virginia,20
2021,28,Virginia,5
2021,29,Virginia,15
2021,30,Virginia,14
2021,31,Virginia,17
2021,32,Virginia,14
2021,33,Virginia,17
2021,34,Virginia,20
2021,35,Virginia,19
2021,36,Virginia,19
2021,37,Virginia,14
2021,38,Virginia,17
2021,39,Virginia,20
2021,40,Virginia,24
2021,41,Virginia,22
2021,42,Virginia,12
2021,43,Virginia,25
2021,44,Virginia,23
2021,45,Virginia,10
2021,46,Virginia,23
2021,47,Virginia,23
2021,48,Virginia,19
2021,49,Virginia,26
2021,50,Virginia,19
2021,51,Virginia,24
2021,52,Virginia,21
2022,1,Virginia,33
2022,2,Virginia,32
2022,3,Virginia,20
2022,4,Virginia,18
2022,5,Virginia,20
2022,6,Virginia,24
2022,7,Virginia,22
2022,8,Virginia,26
2022,9,Virginia,15
2022,10,Virginia,14
2022,11,Virginia,17
2022,12,Virginia,18
2022,13,Virginia,13
2022,14,Virginia,15
2022,15,Virginia,10
2022,16,Virginia,18
2022,17,Virginia,21
2022,18,Virginia,16
2022,19,Virginia,11
2022,20,Virginia,24
2022,21,Virginia,12
2022,22,Virginia,14
2022,23,Virginia,12
2022,24,Virginia,16
2022,25,Virginia,18
2022,26,Virginia,17
2022,27,Virginia,20
2022,28,Virginia,5
2022,29,Virginia,20
2022,30,Virginia,5
2022,31,Virginia,24
2022,32,Virginia,5
2022,33,Virginia,11
2022,34,Virginia,15
2022,35,Virginia,13
2022,36,Virginia,25
2022,37,Virginia,19
2022,38,Virginia,13
2022,39,Virginia,22
2022,40,Virginia,15
2022,41,Virginia,18
2022,42,Virginia,28
2022,43,Virginia,22
2022,44,Virginia,18
2022,45,Virginia,17
2022,46,Virginia,24
2022,47,Virginia,25
2022,48,Virginia,32
2022,49,Virginia,42
2022,50,Virginia,34
2022,51,Virginia,32
2022,52,Virginia,37
2023,1,Virginia,33
2023,2,Virginia,32
2023,3,Virginia,21
2023,4,Virginia,20
2023,5,Virginia,13
2023,6,Virginia,19
2023,7,Virginia,23
2023,8,Virginia,13
2023,9,Virginia,16
2023,10,Virginia,17
2023,11,Virginia,17
2023,12,Virginia,18
2023,13,Virginia,17
2023,14,Virginia,21
2023,15,Virginia,15
2023,16,Virginia,15
2023,17,Virginia,14
2023,18,Virginia,17
2023,19,Virginia,16
2023,20,Virginia,11
2023,21,Virginia,16
2023,22,Virginia,12
2023,23,Virginia,22
2023,24,Virginia,25
2023,25,Virginia,19
2023,26,Virginia,16
2023,27,Virginia,12
2023,28,Virginia,13
2023,29,Virginia,16
2023,30,Virginia,12
2023,31,Virginia,13
2023,32,Virginia,14
2023,33,Virginia,5
2023,34,Virginia,11
2023,35,Virginia,19
2023,36,Virginia,16
2023,37,Virginia,13
2020,1,Washington,30
2020,2,Washington,31
2020,3,Washington,24
2020,4,Washington,20
2020,5,Washington,20
2020,6,Washington,26
2020,7,Washington,32
2020,8,Washington,19
2020,9,Washington,23
2020,10,Washington,30
2020,11,Washington,29
2020,12,Washington,40
2020,13,Washington,26
2020,14,Washington,25
2020,15,Washington,13
2020,16,Washington,22
2020,17,Washington,12
2020,18,Washington,15
2020,19,Washington,15
2020,20,Washington,13
2020,21,Washington,5
2020,22,Washington,5
2020,23,Washington,5
2020,24,Washington,5
2020,25,Washington,5
2020,26,Washington,11
2020,27,Washington,5
2020,28,Washington,10
2020,29,Washington,5
2020,30,Washington,5
2020,31,Washington,11
2020,32,Washington,5
2020,33,Washington,10
2020,34,Washington,5
2020,35,Washington,5
2020,36,Washington,12
2020,37,Washington,5
2020,38,Washington,10
2020,39,Washington,5
2020,40,Washington,14
2020,41,Washington,14
2020,42,Washington,10
2020,43,Washington,12
2020,44,Washington,5
2020,45,Washington,10
2020,46,Washington,5
2020,47,Washington,13
2020,48,Washington,10
2020,49,Washington,14
2020,50,Washington,13
2020,51,Washington,13
2020,52,Washington,12
2020,53,Washington,5
2021,1,Washington,5
2021,2,Washington,10
2021,3,Washington,5
2021,4,Washington,10
2021,5,Washington,5
2021,6,Washington,17
2021,7,Washington,13
2021,8,Washington,5
2021,9,Washington,5
2021,10,Washington,11
2021,11,Washington,5
2021,12,Washington,5
2021,13,Washington,5
2021,14,Washington,12
2021,15,Washington,12
2021,16,Washington,5
2021,17,Washington,5
2021,18,Washington,5
2021,19,Washington,5
2021,20,Washington,5
2021,21,Washington,12
2021,22,Washington,12
2021,23,Washington,5
2021,24,Washington,5
2021,25,Washington,10
2021,26,Washington,5
2021,27,Washington,12
2021,28,Washington,11
2021,29,Washington,10
2021,30,Washington,5
2021,31,Washington,5
2021,32,Washington,5
2021,33,Washington,13
2021,34,Washington,14
2021,35,Washington,5
2021,36,Washington,10
2021,37,Washington,12
2021,38,Washington,11
2021,39,Washington,15
2021,40,Washington,11
2021,41,Washington,15
2021,42,Washington,19
2021,43,Washington,5
2021,44,Washington,15
2021,45,Washington,5
2021,46,Washington,5
2021,47,Washington,11
2021,48,Washington,5
2021,49,Washington,5
2021,50,Washington,13
2021,51,Washington,5
2021,52,Washington,18
2022,1,Washington,14
2022,2,Washington,5
2022,3,Washington,13
2022,4,Washington,12
2022,5,Washington,14
2022,6,Washington,10
2022,7,Washington,5
2022,8,Washington,5
2022,9,Washington,5
2022,10,Washington,13
2022,11,Washington,14
2022,12,Washington,5
2022,13,Washington,5
2022,14,Washington,11
2022,15,Washington,10
2022,16,Washington,10
2022,17,Washington,12
2022,18,Washington,5
2022,19,Washington,11
2022,20,Washington,18
2022,21,Washington,10
2022,22,Washington,13
2022,23,Washington,15
2022,24,Washington,18
2022,25,Washington,13
2022,26,Washington,13
2022,27,Washington,10
2022,28,Washington,16
2022,29,Washington,16
2022,30,Washington,5
2022,31,Washington,5
2022,32,Washington,11
2022,33,Washington,10
2022,34,Washington,13
2022,35,Washington,5
2022,36,Washington,15
2022,37,Washington,5
2022,38,Washington,5
2022,39,Washington,13
2022,40,Washington,10
2022,41,Washington,11
2022,42,Washington,10
2022,43,Washington,11
2022,44,Washington,12
2022,45,Washington,17
2022,46,Washington,25
2022,47,Washington,26
2022,48,Washington,35
2022,49,Washington,53
2022,50,Washington,56
2022,51,Washington,44
2022,52,Washington,52
2023,1,Washington,33
2023,2,Washington,35
2023,3,Washington,5
2023,4,Washington,19
2023,5,Washington,17
2023,6,Washington,12
2023,7,Washington,17
2023,8,Washington,14
2023,9,Washington,12
2023,10,Washington,13
2023,11,Washington,5
2023,12,Washington,16
2023,13,Washington,10
2023,14,Washington,19
2023,15,Washington,10
2023,16,Washington,14
2023,17,Washington,5
2023,18,Washington,11
2023,19,Washington,14
2023,20,Washington,10
2023,21,Washington,16
2023,22,Washington,13
2023,23,Washington,12
2023,24,Washington,21
2023,25,Washington,12
2023,26,Washington,12
2023,27,Washington,5
2023,28,Washington,5
2023,29,Washington,12
2023,30,Washington,5
2023,31,Washington,5
2023,32,Washington,5
2023,33,Washington,5
2023,34,Washington,5
2023,35,Washington,5
2023,36,Washington,5
2023,37,Washington,14
2020,1,West Virginia,11
2020,2,West Virginia,5
2020,3,West Virginia,14
2020,4,West Virginia,12
2020,5,West Virginia,5
2020,6,West Virginia,14
2020,7,West Virginia,18
2020,8,West Virginia,14
2020,9,West Virginia,10
2020,10,West Virginia,16
2020,11,West Virginia,13
2020,12,West Virginia,15
2020,13,West Virginia,15
2020,14,West Virginia,19
2020,15,West Virginia,14
2020,16,West Virginia,5
2020,17,West Virginia,5
2020,18,West Virginia,5
2020,19,West Virginia,5
2020,20,West Virginia,16
2020,21,West Virginia,5
2020,22,West Virginia,5
2020,23,West Virginia,5
2020,24,West Virginia,5
2020,25,West Virginia,5
2020,26,West Virginia,5
2020,27,West Virginia,5
2020,28,West Virginia,5
2020,29,West Virginia,12
2020,30,West Virginia,15
2020,31,West Virginia,5
2020,32,West Virginia,5
2020,33,West Virginia,5
2020,34,West Virginia,5
2020,35,West Virginia,5
2020,36,West Virginia,5
2020,37,West Virginia,5
2020,38,West Virginia,5
2020,39,West Virginia,5
2020,40,West Virginia,5
2020,41,West Virginia,5
2020,42,West Virginia,5
2020,43,West Virginia,5
2020,44,West Virginia,10
2020,45,West Virginia,5
2020,46,West Virginia,5
2020,47,West Virginia,5
2020,48,West Virginia,5
2020,49,West Virginia,11
2020,50,West Virginia,5
2020,51,West Virginia,5
2020,52,West Virginia,5
2020,53,West Virginia,10
2021,1,West Virginia,11
2021,2,West Virginia,13
2021,3,West Virginia,5
2021,4,West Virginia,13
2021,5,West Virginia,5
2021,6,West Virginia,13
2021,7,West Virginia,13
2021,8,West Virginia,5
2021,9,West Virginia,10
2021,10,West Virginia,10
2021,11,West Virginia,5
2021,12,West Virginia,5
2021,13,West Virginia,5
2021,14,West Virginia,5
2021,15,West Virginia,5
2021,16,West Virginia,5
2021,17,West Virginia,5
2021,18,West Virginia,5
2021,19,West Virginia,12
2021,20,West Virginia,5
2021,21,West Virginia,10
2021,22,West Virginia,5
2021,23,West Virginia,5
2021,24,West Virginia,5
2021,25,West Virginia,5
2021,26,West Virginia,5
2021,27,West Virginia,5
2021,28,West Virginia,5
2021,29,West Virginia,5
2021,30,West Virginia,5
2021,31,West Virginia,5
2021,32,West Virginia,10
2021,33,West Virginia,5
2021,34,West Virginia,5
2021,35,West Virginia,5
2021,36,West Virginia,5
2021,37,West Virginia,12
2021,38,West Virginia,5
2021,39,West Virginia,10
2021,40,West Virginia,12
2021,41,West Virginia,12
2021,42,West Virginia,5
2021,43,West Virginia,5
2021,44,West Virginia,11
2021,45,West Virginia,5
2021,46,West Virginia,12
2021,47,West Virginia,5
2021,48,West Virginia,5
2021,49,West Virginia,5
2021,50,West Virginia,5
2021,51,West Virginia,5
2021,52,West Virginia,13
2022,1,West Virginia,18
2022,2,West Virginia,5
2022,3,West Virginia,5
2022,4,West Virginia,15
2022,5,West Virginia,13
2022,6,West Virginia,15
2022,7,West Virginia,5
2022,8,West Virginia,5
2022,9,West Virginia,5
2022,10,West Virginia,10
2022,11,West Virginia,14
2022,12,West Virginia,5
2022,13,West Virginia,15
2022,14,West Virginia,5
2022,15,West Virginia,5
2022,16,West Virginia,12
2022,17,West Virginia,10
2022,18,West Virginia,5
2022,19,West Virginia,11
2022,20,West Virginia,5
2022,21,West Virginia,5
2022,22,West Virginia,5
2022,23,West Virginia,10
2022,24,West Virginia,13
2022,25,West Virginia,5
2022,26,West Virginia,11
2022,27,West Virginia,5
2022,28,West Virginia,10
2022,29,West Virginia,5
2022,30,West Virginia,5
2022,31,West Virginia,5
2022,32,West Virginia,5
2022,33,West Virginia,12
2022,34,West Virginia,5
2022,35,West Virginia,5
2022,36,West Virginia,5
2022,37,West Virginia,11
2022,38,West Virginia,5
2022,39,West Virginia,5
2022,40,West Virginia,5
2022,41,West Virginia,11
2022,42,West Virginia,5
2022,43,West Virginia,5
2022,44,West Virginia,5
2022,45,West Virginia,13
2022,46,West Virginia,12
2022,47,West Virginia,18
2022,48,West Virginia,21
2022,49,West Virginia,13
2022,50,West Virginia,16
2022,51,West Virginia,19
2022,52,West Virginia,18
2023,1,West Virginia,18
2023,2,West Virginia,17
2023,3,West Virginia,5
2023,4,West Virginia,13
2023,5,West Virginia,12
2023,6,West Virginia,13
2023,7,West Virginia,5
2023,8,West Virginia,5
2023,9,West Virginia,5
2023,10,West Virginia,5
2023,11,West Virginia,5
2023,12,West Virginia,5
2023,13,West Virginia,17
2023,14,West Virginia,13
2023,15,West Virginia,5
2023,16,West Virginia,5
2023,17,West Virginia,11
2023,18,West Virginia,11
2023,19,West Virginia,10
2023,20,West Virginia,5
2023,21,West Virginia,14
2023,22,West Virginia,11
2023,23,West Virginia,11
2023,24,West Virginia,13
2023,25,West Virginia,5
2023,26,West Virginia,5
2023,27,West Virginia,5
2023,28,West Virginia,5
2023,29,West Virginia,5
2023,30,West Virginia,5
2023,31,West Virginia,5
2023,32,West Virginia,5
2023,33,West Virginia,5
2023,34,West Virginia,12
2023,35,West Virginia,5
2023,36,West Virginia,5
2023,37,West Virginia,5
2020,1,Wisconsin,21
2020,2,Wisconsin,26
2020,3,Wisconsin,13
2020,4,Wisconsin,22
2020,5,Wisconsin,21
2020,6,Wisconsin,18
2020,7,Wisconsin,19
2020,8,Wisconsin,21
2020,9,Wisconsin,26
2020,10,Wisconsin,31
2020,11,Wisconsin,40
2020,12,Wisconsin,38
2020,13,Wisconsin,26
2020,14,Wisconsin,27
2020,15,Wisconsin,18
2020,16,Wisconsin,11
2020,17,Wisconsin,18
2020,18,Wisconsin,15
2020,19,Wisconsin,5
2020,20,Wisconsin,11
2020,21,Wisconsin,5
2020,22,Wisconsin,5
2020,23,Wisconsin,5
2020,24,Wisconsin,5
2020,25,Wisconsin,10
2020,26,Wisconsin,5
2020,27,Wisconsin,10
2020,28,Wisconsin,5
2020,29,Wisconsin,5
2020,30,Wisconsin,5
2020,31,Wisconsin,14
2020,32,Wisconsin,11
2020,33,Wisconsin,5
2020,34,Wisconsin,5
2020,35,Wisconsin,5
2020,36,Wisconsin,11
2020,37,Wisconsin,5
2020,38,Wisconsin,12
2020,39,Wisconsin,5
2020,40,Wisconsin,5
2020,41,Wisconsin,5
2020,42,Wisconsin,15
2020,43,Wisconsin,17
2020,44,Wisconsin,17
2020,45,Wisconsin,13
2020,46,Wisconsin,12
2020,47,Wisconsin,5
2020,48,Wisconsin,10
2020,49,Wisconsin,10
2020,50,Wisconsin,17
2020,51,Wisconsin,11
2020,52,Wisconsin,12
2020,53,Wisconsin,14
2021,1,Wisconsin,5
2021,2,Wisconsin,11
2021,3,Wisconsin,11
2021,4,Wisconsin,5
2021,5,Wisconsin,5
2021,6,Wisconsin,13
2021,7,Wisconsin,11
2021,8,Wisconsin,5
2021,9,Wisconsin,5
2021,10,Wisconsin,5
2021,11,Wisconsin,12
2021,12,Wisconsin,5
2021,13,Wisconsin,5
2021,14,Wisconsin,5
2021,15,Wisconsin,10
2021,16,Wisconsin,5
2021,17,Wisconsin,5
2021,18,Wisconsin,10
2021,19,Wisconsin,10
2021,20,Wisconsin,10
2021,21,Wisconsin,13
2021,22,Wisconsin,5
2021,23,Wisconsin,5
2021,24,Wisconsin,5
2021,25,Wisconsin,5
2021,26,Wisconsin,5
2021,27,Wisconsin,10
2021,28,Wisconsin,5
2021,29,Wisconsin,5
2021,30,Wisconsin,12
2021,31,Wisconsin,11
2021,32,Wisconsin,20
2021,33,Wisconsin,5
2021,34,Wisconsin,10
2021,35,Wisconsin,5
2021,36,Wisconsin,10
2021,37,Wisconsin,12
2021,38,Wisconsin,16
2021,39,Wisconsin,5
2021,40,Wisconsin,21
2021,41,Wisconsin,12
2021,42,Wisconsin,5
2021,43,Wisconsin,10
2021,44,Wisconsin,11
2021,45,Wisconsin,12
2021,46,Wisconsin,11
2021,47,Wisconsin,11
2021,48,Wisconsin,13
2021,49,Wisconsin,15
2021,50,Wisconsin,25
2021,51,Wisconsin,13
2021,52,Wisconsin,13
2022,1,Wisconsin,21
2022,2,Wisconsin,13
2022,3,Wisconsin,14
2022,4,Wisconsin,5
2022,5,Wisconsin,16
2022,6,Wisconsin,12
2022,7,Wisconsin,5
2022,8,Wisconsin,12
2022,9,Wisconsin,14
2022,10,Wisconsin,5
2022,11,Wisconsin,5
2022,12,Wisconsin,5
2022,13,Wisconsin,5
2022,14,Wisconsin,12
2022,15,Wisconsin,10
2022,16,Wisconsin,12
2022,17,Wisconsin,13
2022,18,Wisconsin,15
2022,19,Wisconsin,5
2022,20,Wisconsin,5
2022,21,Wisconsin,5
2022,22,Wisconsin,12
2022,23,Wisconsin,11
2022,24,Wisconsin,5
2022,25,Wisconsin,5
2022,26,Wisconsin,10
2022,27,Wisconsin,5
2022,28,Wisconsin,10
2022,29,Wisconsin,5
2022,30,Wisconsin,5
2022,31,Wisconsin,5
2022,32,Wisconsin,18
2022,33,Wisconsin,11
2022,34,Wisconsin,5
2022,35,Wisconsin,5
2022,36,Wisconsin,5
2022,37,Wisconsin,10
2022,38,Wisconsin,10
2022,39,Wisconsin,5
2022,40,Wisconsin,5
2022,41,Wisconsin,5
2022,42,Wisconsin,10
2022,43,Wisconsin,5
2022,44,Wisconsin,5
2022,45,Wisconsin,18
2022,46,Wisconsin,13
2022,47,Wisconsin,11
2022,48,Wisconsin,25
2022,49,Wisconsin,30
2022,50,Wisconsin,32
2022,51,Wisconsin,27
2022,52,Wisconsin,36
2023,1,Wisconsin,42
2023,2,Wisconsin,23
2023,3,Wisconsin,23
2023,4,Wisconsin,20
2023,5,Wisconsin,11
2023,6,Wisconsin,15
2023,7,Wisconsin,12
2023,8,Wisconsin,13
2023,9,Wisconsin,13
2023,10,Wisconsin,5
2023,11,Wisconsin,10
2023,12,Wisconsin,14
2023,13,Wisconsin,12
2023,14,Wisconsin,5
2023,15,Wisconsin,12
2023,16,Wisconsin,5
2023,17,Wisconsin,11
2023,18,Wisconsin,5
2023,19,Wisconsin,14
2023,20,Wisconsin,12
2023,21,Wisconsin,5
2023,22,Wisconsin,10
2023,23,Wisconsin,5
2023,24,Wisconsin,12
2023,25,Wisconsin,5
2023,26,Wisconsin,5
2023,27,Wisconsin,5
2023,28,Wisconsin,10
2023,29,Wisconsin,5
2023,30,Wisconsin,15
2023,31,Wisconsin,5
2023,32,Wisconsin,5
2023,33,Wisconsin,5
2023,34,Wisconsin,5
2023,35,Wisconsin,11
2023,36,Wisconsin,5
2023,37,Wisconsin,5
2020,1,Wyoming,5
2020,2,Wyoming,5
2020,3,Wyoming,5
2020,4,Wyoming,5
2020,5,Wyoming,5
2020,6,Wyoming,5
2020,7,Wyoming,0
2020,8,Wyoming,5
2020,9,Wyoming,5
2020,10,Wyoming,5
2020,11,Wyoming,5
2020,12,Wyoming,5
2020,13,Wyoming,5
2020,14,Wyoming,5
2020,15,Wyoming,5
2020,16,Wyoming,5
2020,17,Wyoming,5
2020,18,Wyoming,5
2020,19,Wyoming,0
2020,20,Wyoming,5
2020,21,Wyoming,5
2020,22,Wyoming,5
2020,23,Wyoming,0
2020,24,Wyoming,5
2020,25,Wyoming,5
2020,26,Wyoming,0
2020,27,Wyoming,5
2020,28,Wyoming,5
2020,29,Wyoming,5
2020,30,Wyoming,5
2020,31,Wyoming,5
2020,32,Wyoming,5
2020,33,Wyoming,5
2020,34,Wyoming,5
2020,35,Wyoming,0
2020,36,Wyoming,5
2020,37,Wyoming,5
2020,38,Wyoming,5
2020,39,Wyoming,5
2020,40,Wyoming,0
2020,41,Wyoming,5
2020,42,Wyoming,0
2020,43,Wyoming,0
2020,44,Wyoming,5
2020,45,Wyoming,0
2020,46,Wyoming,5
2020,47,Wyoming,0
2020,48,Wyoming,5
2020,49,Wyoming,5
2020,50,Wyoming,5
2020,51,Wyoming,0
2020,52,Wyoming,5
2020,53,Wyoming,5
2021,1,Wyoming,0
2021,2,Wyoming,5
2021,3,Wyoming,5
2021,4,Wyoming,5
2021,5,Wyoming,5
2021,6,Wyoming,5
2021,7,Wyoming,5
2021,8,Wyoming,5
2021,9,Wyoming,0
2021,10,Wyoming,5
2021,11,Wyoming,5
2021,12,Wyoming,5
2021,13,Wyoming,5
2021,14,Wyoming,5
2021,15,Wyoming,5
2021,16,Wyoming,5
2021,17,Wyoming,5
2021,18,Wyoming,5
2021,19,Wyoming,5
2021,20,Wyoming,5
2021,21,Wyoming,5
2021,22,Wyoming,0
2021,23,Wyoming,0
2021,24,Wyoming,5
2021,25,Wyoming,5
2021,26,Wyoming,0
2021,27,Wyoming,5
2021,28,Wyoming,5
2021,29,Wyoming,5
2021,30,Wyoming,5
2021,31,Wyoming,5
2021,32,Wyoming,0
2021,33,Wyoming,5
2021,34,Wyoming,5
2021,35,Wyoming,5
2021,36,Wyoming,5
2021,37,Wyoming,0
2021,38,Wyoming,5
2021,39,Wyoming,5
2021,40,Wyoming,5
2021,41,Wyoming,5
2021,42,Wyoming,5
2021,43,Wyoming,5
2021,44,Wyoming,5
2021,45,Wyoming,5
2021,46,Wyoming,5
2021,47,Wyoming,0
2021,48,Wyoming,5
2021,49,Wyoming,5
2021,50,Wyoming,5
2021,51,Wyoming,5
2021,52,Wyoming,0
2022,1,Wyoming,5
2022,2,Wyoming,0
2022,3,Wyoming,5
2022,4,Wyoming,0
2022,5,Wyoming,5
2022,6,Wyoming,5
2022,7,Wyoming,5
2022,8,Wyoming,0
2022,9,Wyoming,5
2022,10,Wyoming,5
2022,11,Wyoming,0
2022,12,Wyoming,5
2022,13,Wyoming,5
2022,14,Wyoming,5
2022,15,Wyoming,5
2022,16,Wyoming,5
2022,17,Wyoming,5
2022,18,Wyoming,5
2022,19,Wyoming,5
2022,20,Wyoming,0
2022,21,Wyoming,0
2022,22,Wyoming,5
2022,23,Wyoming,5
2022,24,Wyoming,5
2022,25,Wyoming,0
2022,26,Wyoming,5
2022,27,Wyoming,5
2022,28,Wyoming,5
2022,29,Wyoming,5
2022,30,Wyoming,5
2022,31,Wyoming,0
2022,32,Wyoming,5
2022,33,Wyoming,0
2022,34,Wyoming,0
2022,35,Wyoming,5
2022,36,Wyoming,0
2022,37,Wyoming,5
2022,38,Wyoming,0
2022,39,Wyoming,0
2022,40,Wyoming,0
2022,41,Wyoming,5
2022,42,Wyoming,5
2022,43,Wyoming,5
2022,44,Wyoming,5
2022,45,Wyoming,0
2022,46,Wyoming,5
2022,47,Wyoming,5
2022,48,Wyoming,5
2022,49,Wyoming,5
2022,50,Wyoming,5
2022,51,Wyoming,5
2022,52,Wyoming,5
2023,1,Wyoming,5
2023,2,Wyoming,5
2023,3,Wyoming,5
2023,4,Wyoming,5
2023,5,Wyoming,5
2023,6,Wyoming,5
2023,7,Wyoming,5
2023,8,Wyoming,5
2023,9,Wyoming,5
2023,10,Wyoming,5
2023,11,Wyoming,5
2023,12,Wyoming,5
2023,13,Wyoming,5
2023,14,Wyoming,5
2023,15,Wyoming,5
2023,16,Wyoming,5
2023,17,Wyoming,5
2023,18,Wyoming,5
2023,19,Wyoming,0
2023,20,Wyoming,0
2023,21,Wyoming,0
2023,22,Wyoming,5
2023,23,Wyoming,0
2023,24,Wyoming,0
2023,25,Wyoming,5
2023,26,Wyoming,0
2023,27,Wyoming,0
2023,28,Wyoming,0
2023,29,Wyoming,0
2023,30,Wyoming,5
2023,31,Wyoming,0
2023,32,Wyoming,5
2023,33,Wyoming,5
2023,34,Wyoming,0
2023,35,Wyoming,5
2023,36,Wyoming,5
2023,37,Wyoming,5
2020,1,Puerto Rico,12
2020,2,Puerto Rico,14
2020,3,Puerto Rico,23
2020,4,Puerto Rico,19
2020,5,Puerto Rico,22
2020,6,Puerto Rico,25
2020,7,Puerto Rico,20
2020,8,Puerto Rico,15
2020,9,Puerto Rico,21
2020,10,Puerto Rico,27
2020,11,Puerto Rico,23
2020,12,Puerto Rico,28
2020,13,Puerto Rico,16
2020,14,Puerto Rico,18
2020,15,Puerto Rico,12
2020,16,Puerto Rico,19
2020,17,Puerto Rico,12
2020,18,Puerto Rico,10
2020,19,Puerto Rico,15
2020,20,Puerto Rico,10
2020,21,Puerto Rico,11
2020,22,Puerto Rico,12
2020,23,Puerto Rico,10
2020,24,Puerto Rico,11
2020,25,Puerto Rico,5
2020,26,Puerto Rico,11
2020,27,Puerto Rico,5
2020,28,Puerto Rico,12
2020,29,Puerto Rico,12
2020,30,Puerto Rico,17
2020,31,Puerto Rico,13
2020,32,Puerto Rico,13
2020,33,Puerto Rico,18
2020,34,Puerto Rico,5
2020,35,Puerto Rico,24
2020,36,Puerto Rico,10
2020,37,Puerto Rico,5
2020,38,Puerto Rico,18
2020,39,Puerto Rico,5
2020,40,Puerto Rico,20
2020,41,Puerto Rico,18
2020,42,Puerto Rico,5
2020,43,Puerto Rico,17
2020,44,Puerto Rico,13
2020,45,Puerto Rico,13
2020,46,Puerto Rico,16
2020,47,Puerto Rico,21
2020,48,Puerto Rico,15
2020,49,Puerto Rico,12
2020,50,Puerto Rico,20
2020,51,Puerto Rico,10
2020,52,Puerto Rico,21
2020,53,Puerto Rico,16
2021,1,Puerto Rico,23
2021,2,Puerto Rico,20
2021,3,Puerto Rico,16
2021,4,Puerto Rico,15
2021,5,Puerto Rico,12
2021,6,Puerto Rico,16
2021,7,Puerto Rico,13
2021,8,Puerto Rico,13
2021,9,Puerto Rico,15
2021,10,Puerto Rico,16
2021,11,Puerto Rico,17
2021,12,Puerto Rico,17
2021,13,Puerto Rico,12
2021,14,Puerto Rico,12
2021,15,Puerto Rico,13
2021,16,Puerto Rico,13
2021,17,Puerto Rico,14
2021,18,Puerto Rico,5
2021,19,Puerto Rico,11
2021,20,Puerto Rico,11
2021,21,Puerto Rico,11
2021,22,Puerto Rico,19
2021,23,Puerto Rico,20
2021,24,Puerto Rico,5
2021,25,Puerto Rico,10
2021,26,Puerto Rico,14
2021,27,Puerto Rico,12
2021,28,Puerto Rico,14
2021,29,Puerto Rico,5
2021,30,Puerto Rico,5
2021,31,Puerto Rico,10
2021,32,Puerto Rico,16
2021,33,Puerto Rico,11
2021,34,Puerto Rico,10
2021,35,Puerto Rico,13
2021,36,Puerto Rico,16
2021,37,Puerto Rico,17
2021,38,Puerto Rico,14
2021,39,Puerto Rico,14
2021,40,Puerto Rico,13
2021,41,Puerto Rico,11
2021,42,Puerto Rico,11
2021,43,Puerto Rico,13
2021,44,Puerto Rico,14
2021,45,Puerto Rico,5
2021,46,Puerto Rico,13
2021,47,Puerto Rico,13
2021,48,Puerto Rico,15
2021,49,Puerto Rico,15
2021,50,Puerto Rico,22
2021,51,Puerto Rico,15
2021,52,Puerto Rico,20
2022,1,Puerto Rico,28
2022,2,Puerto Rico,23
2022,3,Puerto Rico,25
2022,4,Puerto Rico,24
2022,5,Puerto Rico,14
2022,6,Puerto Rico,16
2022,7,Puerto Rico,19
2022,8,Puerto Rico,22
2022,9,Puerto Rico,14
2022,10,Puerto Rico,11
2022,11,Puerto Rico,13
2022,12,Puerto Rico,14
2022,13,Puerto Rico,5
2022,14,Puerto Rico,20
2022,15,Puerto Rico,12
2022,16,Puerto Rico,19
2022,17,Puerto Rico,16
2022,18,Puerto Rico,17
2022,19,Puerto Rico,18
2022,20,Puerto Rico,5
2022,21,Puerto Rico,13
2022,22,Puerto Rico,12
2022,23,Puerto Rico,11
2022,24,Puerto Rico,14
2022,25,Puerto Rico,12
2022,26,Puerto Rico,18
2022,27,Puerto Rico,10
2022,28,Puerto Rico,10
2022,29,Puerto Rico,5
2022,30,Puerto Rico,20
2022,31,Puerto Rico,23
2022,32,Puerto Rico,17
2022,33,Puerto Rico,19
2022,34,Puerto Rico,17
2022,35,Puerto Rico,21
2022,36,Puerto Rico,12
2022,37,Puerto Rico,15
2022,38,Puerto Rico,11
2022,39,Puerto Rico,15
2022,40,Puerto Rico,10
2022,41,Puerto Rico,22
2022,42,Puerto Rico,15
2022,43,Puerto Rico,16
2022,44,Puerto Rico,10
2022,45,Puerto Rico,10
2022,46,Puerto Rico,24
2022,47,Puerto Rico,14
2022,48,Puerto Rico,20
2022,49,Puerto Rico,18
2022,50,Puerto Rico,25
2022,51,Puerto Rico,19
2022,52,Puerto Rico,22
2023,1,Puerto Rico,17
2023,2,Puerto Rico,22
2023,3,Puerto Rico,18
2023,4,Puerto Rico,17
2023,5,Puerto Rico,11
2023,6,Puerto Rico,15
2023,7,Puerto Rico,19
2023,8,Puerto Rico,21
